restaurant,reviews,Label
필동멸치국수,"저렴한 5,000원이라는 가격이 맛이 괜찮은 멸치국수를 먹었다. 모르고 들어갔는데 가보니 백종원 골목식당에 나온 곳이라고 한다. 좀 작은 곳에서 넓게 이전을 했다고 하는데 그래서인지 직원이 아직은 어리버리하다. 현금 손님은 직접 주문하고 카드 손님은 기계로 하다보니 누가 뭘 시켰는지도 몰라서 자꾸 헤매는 모습니 거슬리기도 하지만 나아지겠지 하는 바람이다. 사장 아주머니는 주방 바로 앞에 있는 나만 들을 수 있을 정도로 부족한거…",
필동멸치국수,"선택의 기로...

점심시간만 되면 반복되는 제기랄 메뉴선택.…",0
필동멸치국수,"멸치국수 육수 첫맛은 씁쓸함이었으나
뒤에 이은 매운맛이 쓴맛을 덮어서
나중엔 깊은 육수맛만 남았다…",
필동멸치국수,사장님 손맛이 기본적으로 좋으시고 양 진짜 많아서 좋아요! 근데 너무 많아서 부담스럽긴함. 개인적으로는 주먹밥이랑 불고기비빔? 그게 맛있었습니다.,
필동멸치국수,사장님의 손님을 위한 마음씀씀이가 느껴집니다. 싸고 맛있는 가성비 대박 국숫집입니다.,2
필동멸치국수,"국수는 미리 삶아 건져놨던것같고 미니김밥 쌀알은 딱딱한것이 어제건지?
일부러 강남에서 갔는데 완전실망이네요",-2
필동멸치국수,"맛있다고 평판이 나면서 좀더 넓은곳으로 이전 했다는 소식에 작년 가을에 또 다녀오고,  올 2월에 비빔국수가 먹고싶다는 생각에 다시 찾아간 곳이 되었답니다~…",
필동멸치국수,"인근 국수집 중에 젤 나은 것 같음. 주문은 키오스크로
맛은 먹어봤었던 그 맛. 가성비 괜찮음",
필동멸치국수,"돈을 내고 시켜서 먹기는 했는데, 진-짜×무한대 재방문 의사 없음.

1. 손님 없음 <- 이때 나갔어야 했다.…",-2
필동멸치국수,"일요일 늦은 오후에 갔더니 포스기 주문 떨어지자마자 빛의 속도로 음식 나오네요,
멸치국수와 삶은계란 시켰는데... 면 삶기, 양도 푸짐하고, 청양고추 넣어 칼칼한 맛은 좋았는데... 국물이 너무 짰습니다.
보통 면 먹고 국물 원샷 때리는데... 아쉽네요",-2
필동멸치국수,동국대 학생인데 여긴 참 좋네요. 멸치국수 육수가 정말 진하고 친절하고 단골입니다,1
필동멸치국수,"기본에 충실한 맛입니다.
조금 짜다는 분들도 계실 수 있지만
혼자 가서 늦은 저녁을 해야 할 때 멸치국수 합니다.
찾기 쉬운 위치 입니다.",1
필동멸치국수,면이 맛있습니다. 국물은 저에게는 약간 더 진한 것 같습니다만 이는 개인 간의 차이라고 할수 있겠습니다. 수제손만두도 좋았습니다.,1
필동멸치국수,"평범한 멸치국수집,, 국물에서 약간 쓴 맛이 나요 평범한 국수를 평가하기에 좀 그렇지만, 한 끼 때우기에는 나쁘지 않으나 멀리서 찾아올 맛은 절대 아닙니다",-2
필동멸치국수,"넉넉한 양과 보통 이상의 맛에 저렴한 가격까지..
가성비 최고입니다.",1
필동멸치국수,완전맛집. 육수최고. 비빔국수 짱맛. 가성비 좋음,2
필동멸치국수,멸치맛이 너무 진했지만 국수양도 많고 사장님도 친절하세요.,1
필동멸치국수,맛있고 양많고 저렴해요. 주차는 불가능,1
필동멸치국수,멸치국물이 진한데 맛깔스럽게진한게아니라과함 맛없다는건아님 골목식당나온그대로처럼 멸치가과함 보통의국수보다 깔끔하고 시원한맛이없음,-1
필동멸치국수,국수가 진짜진짜 맛있어요 솔루션 안 받았는데도요...,1
필동멸치국수,"멸치국수도 멸치국수지만, 간장고기국수(정확한 명칭이 생각 안 나네요. 몇 달전이라)는 정말 이 곳만의 시그니쳐 메뉴. 양이고 맛이고 뭐하나 빠질 것이 없습니다. 다만 예전의 제육볶밥은 부활했으면...",2
필동멸치국수,첫맛에 멸치육수긴 괜찮은듯 했으나 끝맛이 쓴맛으로 오래남더라 고명으로 올라간 김가루가 보관을 잘 못한건지 오래된건지 육수맛을 감해줬고 꼬마김밥은 안먹는게 낫더라,
필동멸치국수,5천원이면 무한리필에 깔끔한 멸치육수를 즐길수 있습니다,1
필동멸치국수,주먹밥이 특히 맛있습니다. 국수는 좀 칼칼하네요.,1
필동멸치국수,아는 분이 괜찮다고 해서 갔는데 알고보니 골목식당에 나왔던 집이네요. 이전을 했나봅니다. 전 더워서 열무국수를 먹었는데 쏘쏘했어요. 하지만 전문점 같진 않았고 계절메뉴인 걸로 봐서는 새로 만드신 게 아닐까... 같이 가신 분은 멸치국수를 드셨습니다. 알았으면 저도 기본 멸치국수를 먹었을 텐데 아쉽네요. 주문은 키오스크로 해서 편하긴 했는데 다 먹고 식기 반납은 셀프예요. 조금 놀란 건 국수 남긴 분들이 더러 있으셨어요. 전 다 먹긴 했는데 양은 적었어요. 몇 젓가락 뜨면 없습니다. 국수 좋아하는 분들은 양이 적을 거예요. 곱빼기가 있나 봤더니 없더라고요. 못찾은 건가??,-1
필동멸치국수,"너무 맛있어요 멸치국수 국물 시원하고 칼칼하니 좋았고, 사장님은 정이 넘치십니다. 양이 부족할까봐 계속 더 주신다는데 이미 배불러서 몇번이나 괜찮다고 말씀드렸어요. 멸치국수랑 김치볶밥 먹었는데, 다음엔 제육볶밥도 먹어보고 싶어요. 충무로 근처 오게되면 또 들르고 싶은 맛집입니다.",
필동멸치국수,그냥 보통의 국수집. 같이 간 분은 생선 비린내가 약간 난다고 했으나 본인은 먹을만함. 주방 여자분은 친절하신데 서빙하시는 남자분은 아님. 키오스크 사용해야하며 현금결제만 직접 주문 가능. 다 먹은 후 먹은 사람이 직접 식판 옮기는 시스템.,
필동멸치국수,무료로 이용 가능하고 전통의 미를 느낄 수 있는 멋이 너무 좋으네요.,1
필동멸치국수,"멸치국수 맛 좋아요.
주방은 자신의 음식에 자신감 있어좋은데,
홀담당 서비스 마인드는 다소 손님을 불편하게 할수도 있어요.",-1
필동멸치국수,"메뉴가 메뉴이다 보니 엄청 맛있다!!!!! 라고는 할 수 없지만 저렴한 가격에 가끔 뜨끈하고 진한 멸치국수 먹고 싶을 때 가면 맛있게 먹을 수 있는 곳
다른 메뉴는 안먹어봐서 모르겠음.",1
필동멸치국수,"맛있어요. 국물이 묵직하고 간이 약간 셉니다. 약간 칼칼해서 해장에 아주 좋을 것 같아요. 멸치를 손질하지 않고 삶아서 그런지, 거슬리지않지만 미미한 쓴맛도 있고 헤비한 국물맛입니다. 일부러 찾아올정도는 아니지만 개성있는 잔치국수입니다. 골목식당 솔루션을 안받는데 다행인것 같아요. 사장님이 국물맛을 고집할만 합니다. 다만 김치가 맛은 있는데, 너무 잘게 썰어놓아서 식담이 안좋구요. 국수는 리필가능한데, 리필한 국수를 넣으면…",1
필동멸치국수,아주머니 진짜 친절하시고 면을 무슨 무한리필을 해주셔서 남는게 있나 싶을정도였네요. 멸치국수가 맛있구요. 국물이 맛있어요. 비빔국수보단 멸치국수가 더 맛있었습니다.,2
필동멸치국수,"넓은 데로 옮기고 메뉴가 다양해졌다.
키오스크로 주문하고, 추가반찬은 셀프.
식사는 가져다주지만 반납은 셀프.…",0
필동멸치국수,"멸치국수를 넉넉히 먹고 싶은 사람에게 추천.

다만 가게가 협소해서 좁은걸 싫어하는 사람에게는 추천하지 않습니다. 5000원이라는 가격에 멸치국수 한그릇이므로 최소한 리필 한 두번정도 해야…",-1
필동멸치국수,"회사에서 포장해가서 먹었는데, 직원들 공통 의견은 ""너무 쓰다"" 였어요. 그날따라 국물이 썼던 건지 원래 이런진 모르겠는데, 다른 음식이랑 같이 먹으니 티가 확 나더라구요... 게다가 같이 시킨 김치주먹밥은 얼마나 오래 냅둔건지 밥알형태가 거의 없이 퉁퉁 불어 뭉쳐져 있었어요. 주먹밥은 진밥 좋아하는 직원만 조금 먹고 다른 직원들은 손도 안 댔네요. 다들 최악이라고, 다신 시켜먹지 말라고, 괜히 추천해준 직원만 욕먹었습니다.",-1
필동멸치국수,진짜 맛있게 잘 먹었습니다. 먹자마자 오 맛있는데? 소리가 절로 나왔어요. 일반 멸치국수 맛이 아니라 거기에 얼큰한 맛이 있어서 진짜 술도 안 먹었는데 해장되는 맛? 사장님도 친절하시던데. 계속 부족하면 얘기해라. 해장에도 좋고 어디에 좋다 설명해주시고ㅋㅋ 티비랑 똑같으시더라고요. 남사장님은 안 계시고 어머님이랑 같이 계시던데. 암튼 맛있었습니다.,
필동멸치국수,골목식당 한번도 안본 친구 델꾸가서 여기 골목식당에 나온 국수집이라하고 멕여봣는데 어지간한 음식이면 맛잇다하는애도 엥..나는 그저 그런거같은데? 했음... 나도 맛잇다하는사람들 많아서 기대하고갔는데 국수 감칠맛은 잠깐 겉돌다 사라지고 가볍고 밍밍한맛이더라....ㄹㅇ 진짜 홍보하나없이 줄서서먹는 국수집 좀 다녀보면 첫숟갈부터 맛이다름,
필동멸치국수,"국수가격이 약간 비싼듯 하지만 먹어보고 납득할 수 있었다.
메뉴는 멸치,비빔,소불간장국수 3가지에 소고기 덮밥 같은게 있었다.
곱배기를 시키고 싶다고 했더니 양을 많이 주셨다.…",1
필동멸치국수,"옛날에 백종원씨가 하던 프로그램에 나온 곳이라서 궁금해서 방문을 하였습니다. 방송과 달리 아주머니가 양도 많이 주시고, 부족하면 더 주신다고 말씀도 하시고 매우 친절하셨습니다. 음식도 아주 맛있고 최고였습니다. 기회되면 꼭 가보시길 추천드립니다!",
필동멸치국수,"국수는 그저 그랬습니다. 방송 때문에 한 번은 가볼만한 집이고 그 이상은 아니었던 것 같습니다. 솔직히 제 입맛엔 집에서 제가 만든게 더 맛있네요.
오히려 사이드로 주문한 제육볶밥이 가성비로는 국수보다 더 좋았습니다.",-1
필동멸치국수,"방송에서의 부정적인 내용과 다르게 맛에 대한 신념이 견실한 맛집.
진하게 우린 남해산 멸치 육수는 오래 우리지 않아 떫은 맛이 적다. 흔히 맛볼수 있는 msg의 감칠 맛이 아닌 멸치 고유의 바닷내가 향긋하다. 금방 삶아 퍼지지 않은 국수의 찰기와 손님의 의사보다 더 퍼주고 싶어하는 주인장의 큰 손에서 정감가는 멸치국수의 정취가 완성된다. 별다른 고명이…",2
필동멸치국수,참 사람들이 유행에 휘둘리고 남들의 주장에 휘둘리고 줏대없이 삽니다.  여기 멸치 비린내 못잡았습니다.  비빔국수?  일반 식당이 아마추어 선수라 치면 아직 중고등부 입니다.  맛은 못 잡고 폼은 잡는 집입니다. 재 방문 할 의사 없습니다.  남들이 뭐라하면 그저 줏대없이 따라들 하는 인생이 많습니다.  정확하게 분식집 국수만도 못합니다.,-2
필동멸치국수,좋다. 아주머니도 정겨우시고 면이 부족하면 더 줄까라고 물어보시고 특히 나갈 때 어땠어라고 물어보는 피드백까지 감사했다. 골목식당 1년이 지났는데도 손님이 잘 유지되는거 보면 멸치국수 본연의 맛을 잘 내고 있는 것 같다. 다음에 또 먹으러 가야지.,1
필동멸치국수,SBS '골목식당'에도 나왔던 식당입니다. 멸치국수가 제일 유명한데 가격이 5천 원입니다. 다른 메뉴도 다 저렴한 편입니다. 물론 맛도 좋습니다. 양도 많이 줍니다. 작은 식당이라 좌석이 많지 않은 것이 흠입니다.,1
필동멸치국수,조미료 맛 안나고 양도 푸짐해요. 멸치똥 냄새도 안나구요.,1
필동멸치국수,"국물맛도진하고 전체적으로괜찮아요ㅎ
가볍게한끼억기좋아요",1
필동멸치국수,"친절합니다.
그냥 평범한 국숫집.
서비스도 잘주시고 점포는 작지만 손님은 꾸준히 오네요.…",1
필동멸치국수,"친절하시고, 국수맛이 좋아요",1
필동멸치국수,맛있어요 이제 대한극장 설빙 쪽으로 이전하신대요,1
필동멸치국수,면의 삶기는 무척 좋았는데 멸치국수의 꽃이라고 할 수 있는 육수가 단백하고 감칠맛이 돌아야 하는데 감칠맛이 없고 첫 맛의 느낌은  쓰고 뭔가 2% 부족한듯한... 육수맛이 좀더 감칠맛 있게 변하면 좋을듯...,-1
필동멸치국수,맛있는 국수 전문점. 소불간장국수 강츄.,1
필동멸치국수,양많고 볶음밥종류도 사이드메뉴로 팔아서 같이 먹어도 6천원이예요. 저렴하고 친절하시고. 다만 자리가 적어서 기다림이 많아요.,-1
필동멸치국수,만두전골 간이 쎄지도 않고 괜찮습니다. 의외의 안주..,
필동멸치국수,준수합니다. 국물은 약간 칼칼해서 깔끔하고 좋음.,
필동멸치국수,국물 맛있네요 양두  많아요,
필동멸치국수,간장국수를 시켰는데 면이 한쪽이 차갑고 한쪽은 따뜻해서 원래 따뜻한 음식이냐 차가운음식이냐를 물었더니 다시 데워 준다는 말을하고선 전자렌지에 10초데워줌. 여전히 차가워서 그냥먹음.,
필동멸치국수,"진한 멸치국수맛이 정말 감칠맛 나고
김치주먹밥은 진짜 김치만 있습니다
다른 사이드메뉴로는 물만두 있어요",
필동멸치국수,"사장님  친절하고, 양도 푸짐하게주시고, 부족하면 더 줍니다~ 그리고 맛있어요~
그렇다고 멀리에서 다시와서  또  먹고 싶을정도의  맛은  아닙니다~",
필동멸치국수,"깔끔하고 괜찮았음.
청량고추 네조각이 들어가서 칼칼하고 좋았다.",
필동멸치국수,짜지만 싸다. 양도 많다. 돈 없는 대학생에게 안성맞춤. 굳이 이 맛을 보기 위해 먼 곳에서 오지는 마시길. 잔치국수 맛은 거기서 거기이니 말이다.,
필동멸치국수,"싸고 맛있고 친절하시고 좋습니다.(김치볶음밥 맛있어요)

얼마있으면(19년6월 기준) 대한 극장 옆으로 이전하신다 합니다.",
필동멸치국수,"멸치육수가 진하네요.
하얀트리 미각이 이상한겁니다.
하얀트리 무단촬영 및 영업방해, 허위정보유포죄로
꼭 고발해주세요.",2
필동멸치국수,"한국에서 가장 먹을만한 멸치국수.
면발이 익힘정도가 가장 마음에듬.
국수는 훌륭한 요리가 될수는 없으니..",1
필동멸치국수,필동멸치국수는 휴점인 월요일을 제외하고는 자주 부담없이 찾아갑니다.맛도 일정하고 오래기다리지 않고 단골입니다.,
필동멸치국수,"국물이  맛있습니다.. 면도 탄력이 있고,  충분히  줍니다. 물만두도 맛이 좋고  가격도적당합니다..",
필동멸치국수,친절하시고 국수도 주먹밥도 맛있게 먹었습니다,1
필동멸치국수,순수한 육수에 천연의재료로맛을낸  한끼 맛 국수였습니다 화학조미료맛은  하나도 없었습니다,1
필동멸치국수,"멸치국수를 참 좋아하는데 국물이 멸치향도 약하고, 맛도 특별할 것은 없어서 다시 안갈듯",-2
필동멸치국수,남자 사장님때문에 다시 가고 싶지 않네요. 손님에 대한 불친절과 계속 중얼거리며 욕하고..내돈주고 눈치보며 먹고 나옴,-2
필동멸치국수,"그냥 멸치국수...특별한 상상갖지말고  기대안하심  그럭저럭  먹을만해요  그이상, 이하도아닌 그런집",-2
필동멸치국수,"콩국수 고소함 약함, 만두(물만두, 왕만두)제품 느낌 별로..재방문 의사 없음.",-2
필동멸치국수,멸치국수랑 불고기국수 먹었는데 맛있었어요....특별한 것 없이 간단하면서도 맛있는 것 같아요.,1
필동멸치국수,"상당히 친절하고 양도 많이주고 정말 잘 챙겨주신다
다만 멸치 내장을 제거하지 않고 육수를 내서인지 텁텁하고 도가 지나치게 진한 국물이 내 스타일은 아님
좀만 더 맑았으면 4.5점도 가능할 것 같은데 상당히 아쉽다",1
필동멸치국수,국가의 멸치형이 강해서 멸치냄새를 싫어히는사람은 별로인듯. 멸치국수 5천. 비빔 6천,
필동멸치국수,멸치국수가 메인인 음식이며 맛은 무난하지만 가성비로서 좋은 음식입니다 자주는 아니지만 생각나는 맛입니다,
필동멸치국수,"방송도 나왔는데 맛은 나쁘지않음
김치주먹밥은 가격에비해 혜자임
물만두는 그냥그랬고 암튼 괜찮음",
필동멸치국수,"MSG향이 안나는 건강한 국수 맛이었습니다
아이들이 더 맛있게 먹었네요",1
필동멸치국수,멸치국수 국물이 매콤시원합니다.,1
필동멸치국수,"가성비 굿, 대기 있음, 금방 자리나옴, 재방문 의사 있음",
필동멸치국수,국물맛이 깊고 맛있네요. 양도 많고 친절합니다. ^^,
필동멸치국수,양도 많고 맛도 좋네요. 멸치 맛이 진해서 아주 좋았습니다.,
필동멸치국수,"왜 만두전골에 대하, 전복, 문어가 들어가는진 모르겠지만.. 그저 최고입니다~~ 특별한 육수도 최고입니다~~",
필동멸치국수,"사장님 시원시원하게 말씀하시고
양도 부족하면 더 드린다는 넉너함.
직접 접해봐야 알아요.",
필동멸치국수,적당히 잘 삶아진 소면 멸치국수와 비빔국수를 넉넉한 인심에 배불리 먹을 수 있는 곳,
필동멸치국수,"간단하게 식사를 해결하기 좋다.
국수나 멸치에 호불호가 있을 수 있다.",
필동멸치국수,별로에요...국물에서 멸치 비린내나고 양이 너무많아요,1
필동멸치국수,가볍게 저녁먹기에 괜찮았습니다.국수육수가 진해요,1
필동멸치국수,사장님이 친절하시고 무엇보다 국수가 아주 맛있었습니다,1
필동멸치국수,비빔국수맛잇어요 근데 멸치국수는확실히 쓴맛이좀나요ㅜㅜ,-1
필동멸치국수,멸치국수 최고~만두도 단백하고 맛나요.,1
필동멸치국수,백종원 골목식당에 나왔던 곳인데 한끼로 후루룩하기 좋아요,1
필동멸치국수,맛있고 양도 원하는 만큼,1
필동멸치국수,국수 다시 생각하게 만드는 맛이란까 ? ㅋ 맛있었어요,1
필동멸치국수,삼삼한 음식들. 전골 중자 추가 없이 둘이 먹으면 좋아요.,1
필동멸치국수,"비빔국수 제 입맛에는 별루이고
만두도 제 입맛에는 별루입니다.",-1
필동멸치국수,"여기 멸치국물이 끝내줍니다. 단, 다른 메뉴는...... ^^;;;;",-1
필동멸치국수,"필동 국수집
맛보다는 떼우기 식사용",
필동멸치국수,인심 좋은 국수집,
필동멸치국수,달달한 소불고기에 국수소면의 조합 존맛탱 인정,1
필동멸치국수,국수맛있어요.만두는 좀 비싼듯‥,0
필동멸치국수,친절하고 양도 많고 맛있어요!,1
필동멸치국수,멸치국수맛있음 근데멸치가어디로숨었나모르겠네😮…,0
필동멸치국수,사장님도 친절하시고 양도 맛도 만족!,
필동멸치국수,불고기국수 맛있게 먹고 왔네요.,
필동멸치국수,우동 맛있고 비빔국수는 양이 푸짐했어요.,
필동멸치국수,"친절깡     음식도     영~~~
아무리 셀프라지만     쫌 심한듯",-2
필동멸치국수,아주머니도 친절하고 맛있어요,
필동멸치국수,"맛과 서비스는 좋은데, 좀 달다...",-1
필동멸치국수,너무 맛있습니다 가성비 최고입니다,
필동멸치국수,겨울메뉴 우동 맛있네요,
필동멸치국수,다시다 맛이 가득한~ 별로임,-1
필동멸치국수,엄마가 해주신 맛...정말 맛있어여~^^*,
필동멸치국수,방송은 오버가 심했고 매우 맛있음,1
필동멸치국수,국물맛이 좋은 국수집,1
필동멸치국수,보통이에요   매콤해요,1
필동멸치국수,국물맛이 매우 좋습니다,1
필동멸치국수,충무로서 국수가 땡긴다면 무조건 여기로,1
필동멸치국수,국뮬이 진하고 좋았어요,1
필동멸치국수,양많고 괜찮아요~~,1
필동멸치국수,멸치 국물맛이 진해요..,1
필동멸치국수,맛있고 친절 가성비좋음,1
필동멸치국수,맛이 다  좋아요,1
필동멸치국수,엄청친절하시고 맛있고 가성비짱,1
필동멸치국수,육수가 진해요,1
필동멸치국수,맛있어요,1
필동멸치국수,적당한 가격 적당한 맛,1
필동멸치국수,충무로에서 손꼽는 족발집,
필동멸치국수,무난히 먹을수 있는맛,1
필동멸치국수,맛잇음요~~^^,1
필동멸치국수,멸치국수 맛있습니다.,1
필동멸치국수,진한 멸치국물!,1
필동멸치국수,쏘쏘,-1
필동멸치국수,"친절,맛",1
필동멸치국수,맛있고 담백하다,1
필동멸치국수,걍 어마어마한 집,
필동멸치국수,국수전문점,0
필동멸치국수,보통임,0
필동멸치국수,맛있어요,1
필동멸치국수,직원분들도 너무 친절하시고 멸치국수도 너무 맛있었어요!,1
필동멸치국수,추운 겨울날 최고! 국물이 훌륭해요! 오래되고 소박한 한국 국수!,1
필동멸치국수,친절하고 맛있어요,1
소년아저씨,"친구와 둘이가서 저렇게 먹고 배불러 소화제를 먹었습니다.
매운족발에 음... 덮밥을(이름을 까먹었습니다)먹었습니다.
매운족발은 그리 맵지 않아서 맵찔이인 저에겐 좋았습니다. 덮밥은 정말 맛있습니다. 달달하며 계속 끌리는 맛입니다.
비빔면은 그냥 팔도비빔면입니다. 밥 시키세요.",2
소년아저씨,"오랜만에 족발 장조림 생각나서 다녀왔다.
점심은 단일메뉴. 깔끔하고 맛있게 먹을 수 있다.…",1
소년아저씨,"족발장조림은 짜지않고, 오래 삶은것처럼 부드러운 간장 장조림 고기가 입안을 감싸안음. 그리고 같이 나오는 피쉬소스 양념에 있는 신맛으로 느끼함을 눌러줌.",1
소년아저씨,"더운 여름날 도착하자 마자 그들은 나에게 차가운 물을 주었다 그 청량감을 식사하기 전에 큰 행복이었다
점심메뉴를 주문했으며 음식이 나왔다 양이 많았으며, 간이 세지 않았다 더 자극적으로 달고 짜도 좋을거같았다
저렴한 가격에 훌륭한 가격이었으며 주인분들은 친절하였고 손님을 응대하는 자세도 친절하였다
피쉬소스는 상큼하고 환상적이었다",2
소년아저씨,진짜 밥 도둑놈이예요... 안 짜고 맛있습니다. 개인적 입맛으로 작은 국이라도 있으면 어떨까싶지만 요즘 식당 가격을 봤을 때 6천원에 이정도면 괜찮은 것 같아요.,2
소년아저씨,가격 착하고 밥많고 양 많습니다. 밥도 리필됩니다. 가볍게 식사용으로 먹기 좋습니다.,
소년아저씨,"3번째 갔는대 최근 조금들짜요 쪼금쪼금 싱거웠지만

가격과 밥 무한리필이 모즌걸 이겨냅니다.…",1
소년아저씨,"따듯한 족발과 매콤한 양념, 분위기까지 너무 좋다! 점심의 소년 덮밥은 정말 새로운 맛!! 강추!!",
소년아저씨,"점심에 자주가요
고기양은 적은편 고기추가 추천",
소년아저씨,"계란추가는 불필요, 고기 추가는 필수 맛집 인정
엄청 부드럽습니다.",
소년아저씨,깔끔하고 맛있어요 매운거 못먹으면 고추 빼는거 추천,
소년아저씨,족발이 부드럽고 맛있어요,
소년아저씨,"점심 넘 맛나게 잘먹었는데 가격도 진짜 쌌음!
장조림이 족발로 만들어서 부들부들해서 오히려 장조림보다 맛났음!
무엇보다 짜지 않고 딱 맛있었음!…",
소년아저씨,맛도 있는데 가성비가 진짜 좋아요 강추!,
소년아저씨,깜짝놀랐습니다. 백종원대표가 알려주신 그대로를 유지하는듯합니다! 꼭 드세요!,
소년아저씨,꿀맛입니다. 사장님과 직원분들도 정말 친절하십니다.,
소년아저씨,"점심에만 방문해봤는데 가성비가 좋은식당. 달달한 간장  장조림인데 고기가 족발임. 단, 반찬은 김치와 단무지뿐ㅠ",1
소년아저씨,"C 점심 방문. 가격 훌륭하고, 밥은 무한 제공. 내부는 조그마하지만, 서비스 좋고, 음식도 좋음. 간단한 한끼의 분위기나 점심으로 장조림을 비벼서 먹으면 아주 좋음.",
소년아저씨,족발장조림 완전 부드러움. 밥은 무제한. 계란은 기본으로 1개 있음. 사장님도 친절. 족발장조림을 점심에만 파는게 아쉬움.,1
소년아저씨,스트리트푸드파이터? 백종원이 태국에서 족발덮밥 맛집이라고 알려준곳보다훨  맛있어요. 비린 잡내도 안나고..  가격도 육천원으로 싼편임,
소년아저씨,백종원 씨가 말한대로 맛있어요. 개인적으로 반찬이 부실한듯 합니다.,-1
소년아저씨,맛은 장조림맛이구요...  밥비벼먹으니 맛나네요,
소년아저씨,맛은 보통입니다. 먹을만 합니다.  근처에 가족이 맛은 조금 나은 거 같은데.. 여기는 조용해서 술 한잔 하면서 이야기 꽃 피우기 좋은 곳으로 추천합니다,
소년아저씨,"특이한.맛으로 한번 먹어볼만 합니다
고기양은 추가를 하였는데 남자가 먹기 딱 맞는 정도입니다
많이 먹기에는 조금 부담스러운 맛이에요",-1
소년아저씨,점심에 장조림  족발이라서그런지 약간 느끼함,
소년아저씨,점심에 족발 장조림이 나오는데요 안 짜고 맛있네요. 새콤한 솟.도 잘 어울리고 맛났어요,
소년아저씨,고기가 양이 생각보다 되게 푸짐했어요 맛있고!!!!,1
소년아저씨,"족발이 수육보다 맛있어요. 사장님도 친절하세요.
자리는 반지하라  좀 아쉬워요",-1
소년아저씨,족발도 완전 부드럽고 족발장조림은 자극적이지 않으면서도 정말 맛있었습니다~!!,1
소년아저씨,저는 여기 꼬마 단골인데 정말 친절하게 해주셔서 감사해요 항상 맜있고 저렴하네요,1
소년아저씨,맛은 있는데 간이 에매하게 느껴짐 조금의 짠맛이 있었으면 어땠을까함 재방문의사는 있음 굿,1
소년아저씨,골목식당보니 인성이 보여서 공짜로 줘도 안 먹을것 같아요,-2
소년아저씨,깔끔하지만 맛있는 족발은 아니네요.,-1
소년아저씨,족발에 밥한공기 뚝딱,1
소년아저씨,"지금까지 먹은 족발중 제일 부드럽고 촉촉했음, JMT",1
소년아저씨,점심에 가격 대비 꽤 괜찮은 족발덮밥 가게,1
소년아저씨,맛있고 조용하고 술한잔하기 참 좋습니다,1
소년아저씨,사장님 정말 친절하시고 족발은 살살녹아요!!,1
소년아저씨,점심 메뉴인 족발덮밥은 강추~,
소년아저씨,족발장조림...맛있는데 너무 느끼함 ㅜㅜ 느끼함 잡아줄게 필요한거같은데..,-1
소년아저씨,양은 만은데 족발 밥 이렇게 먹으니 살짝 물려요,-1
소년아저씨,친절하세요 맛은 남편은 괜찮다는데 저는 쏘쏘~,0
소년아저씨,고기맛도 괜찮고 밥도 무한대로 주네요,1
소년아저씨,"트렌디한 작은 식당~ 심플한 메뉴, 예상 밖 맛집",1
소년아저씨,점심메뉴는 족발장조림 한가지 뿐,0
소년아저씨,"가성비 좋은 식사 장소
골목식당에 나온 음식점",
소년아저씨,양이 너무 적어요 포장은 안하시는걸로..,-1
소년아저씨,족발 장조림 드셔보쉴? 완전 맛있음,
소년아저씨,족발 장조림 덮밥 점심 가성비 무난..,
소년아저씨,음악이 좋고 친절하시네요,
소년아저씨,추천하지는 않고싶어요.,-2
소년아저씨,맛도 좋고 밥도 리필가능,
소년아저씨,맛있게 잘 먹고 왔습니다,1
소년아저씨,착한 가격에 맛있었습니다!,1
소년아저씨,중독성 짱. 가까우면 자주가는대 끙,2
소년아저씨,족발 장조림 먹으러 가는곳ㅎㅎ,1
소년아저씨,장조림 족밤 맛있음,1
소년아저씨,맛남,1
소년아저씨,족발 맛나요,1
소년아저씨,아주맛있음,1
소년아저씨,맛있고 배부름,1
소년아저씨,이제 별로,-1
소년아저씨,맛있었다,1
소년아저씨,존맛탱,1
소년아저씨,맛있음,1
소년아저씨,마시쪙,1
소년아저씨,아주아주 맛있어요~❤️❤️,1
소년아저씨,돼지고기를 먹었는데...,0
단초식당선릉점,"선릉역 인근 대치동 먹자골목 뒷편에 위치한 숯불돼지고기 전문점

TV 맛집 프로그램에 줄서는 식당으로 방영된 곳으로 저녁 시간 때에는 많은 손님들로 웨이팅이 있는 곳이다.…",1
단초식당선릉점,"고추장 삼겹살,  삼겹살, 쪽갈비등을 팝니다. 고기는 초벌을 한번해서 나오고 직원분이 이후에도 고기 굽는 것을 많이 도와 주십니다. 매니저포함 모든 직원분이 친절하셔서 먹는내내 기분이 좋습니다. 고추장 삽겹도 맛이 괜찮고 청국장이 그리 역하지 않으면서 맛있습니다.",1
단초식당선릉점,개인적인 생각이긴 한데 맛은 좀 평범하네요. 매운거 못드시면 매운맛은 피하시는게 좋고 순한맛은 무난해요. 청국장은 생각보다 맛있어요. 쪽갈비 유명하다고 해서 왔는데 뼈도 있는거 생각하면 양이 진짜 적네요.,
단초식당선릉점,맛은 있는데 직원분들의 불친절함... 숯불초벌해서 주는데 너무 탄거 아니냐고 물어봤더니 설명해주기보다는 오히려 뭐라고 하시던.. 그리고 뼈무게까지 포함이라 양은 적음 다른 밑반찬들은 맛있긴 함…,
